sexe;formation;usage_vehicule;type_vehicule;type_conduite;formule;date_demande;points_perdus;Age du vehicule;id_client;Tranche d'âge;Enfants;conduite accompagnee;vehicule rouge;tranche revenus;tranche tarifs_devis;code postal
M;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;04/01/2022;3;12;8943928;70-79 ans;non;non;non;180000-189999;280-300;57230
F;z_High School;Private;Pickup;z_Highly Rural/ Rural;dev_premium;20/02/2022;2;11;5112479;30-39 ans;oui;non;oui;40000-49999;460-480;73190
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;22/03/2022;0;18;5461449;30-39 ans;non;non;non;70000-79999;320-340;30300
M;PhD;Private;Sports Car;Highly Urban/ Urban;dev_integral;14/04/2022;0;20;5438169;70-79 ans;non;non;non;inconnu;300-320;48100
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;28/03/2022;4;9;5576420;80 et plus;non;non;non;20000-29999;300-320;81120
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;15/01/2022;0;5;4933777;40-49 ans;non;non;non;40000-49999;300-320;32220
M;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_express;30/03/2022;1;7;5644913;80 et plus;oui;oui;non;40000-49999;240-260;10100
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_express;03/04/2022;0;1;9425001;Moins de 18 ans;non;non;non;inconnu;260-280;01500
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;11/04/2022;0;;4722736;Moins de 18 ans;oui;non;non;70000-79999;320-340;35370
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;18/05/2022;0;;7958743;60-69 ans;non;non;oui;0-9999;300-320;50350
M;<High School;Private;Pickup;Highly Urban/ Urban;dev_integral;02/04/2022;4;1;7876378;80 et plus;non;non;oui;0-9999;320-340;44000
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;09/03/2022;0;19;1806502;Moins de 18 ans;non;non;oui;50000-59999;260-280;15170
M;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;13/04/2022;0;10;6228245;18-29 ans;non;non;non;inconnu;320-340;59180
M;Masters;Commercial;Van;Highly Urban/ Urban;dev_integral;14/03/2022;3;18;9126298;30-39 ans;non;non;oui;40000-49999;320-340;89120
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;12/05/2022;1;10;2394315;50-59 ans;oui;non;non;20000-29999;280-300;58000
F;<High School;Private;Van;Highly Urban/ Urban;dev_integral;01/01/2022;0;1;1807176;18-29 ans;oui;non;non;10000-19999;280-300;36190
M;PhD;Private;z_SUV;Highly Urban/ Urban;dev_express;25/05/2022;4;16;2273604;18-29 ans;oui;oui;non;80000-89999;240-260;56100
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;16/05/2022;0;9;3542259;50-59 ans;non;non;non;0-9999;260-280;50660
M;<High School;Private;Pickup;Highly Urban/ Urban;dev_integral;27/02/2022;1;7;6461426;Moins de 18 ans;oui;oui;non;10000-19999;300-320;62360
F;PhD;Private;Pickup;Highly Urban/ Urban;dev_integral;09/03/2022;0;15;4513591;80 et plus;non;non;non;190000-199999;280-300;53250
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;31/05/2022;4;13;8335568;30-39 ans;non;non;non;60000-69999;260-280;83230
F;PhD;Private;Minivan;Highly Urban/ Urban;dev_premium;02/03/2022;0;14;9124914;60-69 ans;non;non;non;150000-159999;340-360;20220
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;24/04/2022;0;24;8624546;18-29 ans;oui;non;oui;80000-89999;500-520;61100
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_express;21/01/2022;3;10;7949142;60-69 ans;non;non;non;inconnu;280-300;79100
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_express;07/03/2022;4;13;9434525;70-79 ans;non;non;non;70000-79999;260-280;86100
F;Bachelors;Private;Pickup;z_Highly Rural/ Rural;dev_express;31/05/2022;0;17;3680690;Moins de 18 ans;non;non;oui;inconnu;280-300;74320
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;13/05/2022;4;8;9290515;80 et plus;oui;non;oui;70000-79999;280-300;75015
F;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;23/05/2022;0;15;9581903;60-69 ans;non;non;oui;70000-79999;280-300;55100
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_express;11/05/2022;1;10;2307043;18-29 ans;non;non;non;inconnu;280-300;35510
M;<High School;Private;Minivan;Highly Urban/ Urban;dev_integral;05/04/2022;3;1;9290827;50-59 ans;non;non;oui;inconnu;320-340;46500
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;27/05/2022;8;1;6271447;40-49 ans;non;non;non;90000-99999;300-320;25490
M;<High School;Private;Minivan;Highly Urban/ Urban;dev_premium;20/04/2022;2;1;3031461;50-59 ans;oui;non;oui;30000-39999;380-400;04220
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;25/01/2022;0;10;4182537;50-59 ans;oui;non;oui;inconnu;240-260;20000
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;08/04/2022;1;13;2199768;50-59 ans;oui;non;oui;60000-69999;260-280;55000
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;18/02/2022;0;7;6212109;80 et plus;non;non;oui;inconnu;320-340;91420
F;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_integral;12/01/2022;0;;2292298;30-39 ans;non;non;non;90000-99999;300-320;27370
M;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;10/01/2022;2;1;8084091;80 et plus;non;non;non;inconnu;320-340;64250
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_premium;10/05/2022;1;5;6445148;80 et plus;oui;oui;non;70000-79999;440-460;01230
M;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_premium;23/03/2022;0;10;3699513;80 et plus;oui;non;non;inconnu;420-440;61160
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;19/02/2022;5;3;5299249;60-69 ans;non;non;non;10000-19999;280-300;64990
M;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;27/04/2022;0;1;5695848;30-39 ans;oui;oui;non;inconnu;260-280;02250
F;<High School;Private;Pickup;Highly Urban/ Urban;dev_express;23/04/2022;0;1;1186518;70-79 ans;non;non;oui;20000-29999;260-280;95380
F;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;21/05/2022;5;10;2043561;50-59 ans;non;non;oui;140000-149999;300-320;94200
M;Masters;Private;Van;Highly Urban/ Urban;dev_express;06/01/2022;6;;2869826;Moins de 18 ans;non;non;oui;100000-109999;260-280;93220
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;08/04/2022;0;14;6877073;Moins de 18 ans;oui;non;non;80000-89999;300-320;75015
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;25/04/2022;0;6;7235368;80 et plus;non;non;non;50000-59999;320-340;95410
M;Masters;Private;Sports Car;Highly Urban/ Urban;dev_express;09/01/2022;1;19;4877837;80 et plus;non;non;non;40000-49999;240-260;93120
M;<High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;05/02/2022;2;6;5324891;40-49 ans;non;non;oui;inconnu;320-340;94800
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;01/03/2022;2;14;6286053;80 et plus;non;non;oui;170000-179999;280-300;18130
M;Masters;Private;Sports Car;z_Highly Rural/ Rural;dev_premium;14/02/2022;2;20;7289901;60-69 ans;non;non;non;inconnu;400-420;53950
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_integral;13/02/2022;7;7;2275454;30-39 ans;oui;non;oui;80000-89999;280-300;90100
M;<High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_premium;11/03/2022;2;1;4747791;50-59 ans;oui;oui;oui;inconnu;360-380;89500
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_express;12/01/2022;1;13;6743032;60-69 ans;oui;oui;non;70000-79999;260-280;80210
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;10/03/2022;0;13;4080160;60-69 ans;oui;oui;non;inconnu;300-320;14680
M;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;10/05/2022;0;6;3247906;60-69 ans;non;non;oui;270000-279999;260-280;20600
F;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_premium;11/01/2022;3;1;7825186;Moins de 18 ans;non;non;non;70000-79999;460-480;48500
M;Bachelors;Private;Sports Car;z_Highly Rural/ Rural;dev_premium;05/05/2022;0;7;2060927;30-39 ans;non;non;non;inconnu;440-460;64600
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;21/02/2022;1;15;7331070;50-59 ans;oui;non;oui;60000-69999;300-320;12740
M;Masters;Commercial;Van;Highly Urban/ Urban;dev_premium;07/04/2022;0;13;2219776;50-59 ans;non;non;oui;60000-69999;480-500;03100
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;07/02/2022;2;7;9920838;70-79 ans;non;non;non;60000-69999;280-300;64440
F;z_High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_express;28/05/2022;0;7;9813039;Moins de 18 ans;oui;non;non;30000-39999;260-280;46110
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;03/03/2022;0;7;3954359;60-69 ans;non;non;non;80000-89999;300-320;61250
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;07/02/2022;0;16;3114030;18-29 ans;oui;non;oui;120000-129999;300-320;08000
F;PhD;Private;z_SUV;z_Highly Rural/ Rural;dev_premium;07/01/2022;0;15;5868461;30-39 ans;non;non;non;80000-89999;320-340;51000
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_premium;26/02/2022;0;7;4191913;Moins de 18 ans;non;non;non;30000-39999;480-500;89000
M;PhD;Private;Van;Highly Urban/ Urban;dev_integral;07/04/2022;0;18;8760178;Moins de 18 ans;non;non;oui;150000-159999;300-320;93400
F;Masters;Private;Sports Car;Highly Urban/ Urban;dev_express;22/03/2022;4;21;9899470;70-79 ans;non;non;non;170000-179999;240-260;39300
F;Masters;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;12/01/2022;1;13;1426082;Moins de 18 ans;non;non;non;90000-99999;300-320;40360
M;Masters;Private;Sports Car;Highly Urban/ Urban;dev_integral;10/03/2022;0;11;6233579;50-59 ans;oui;oui;non;30000-39999;300-320;09400
F;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;11/02/2022;2;;7905250;Moins de 18 ans;non;non;non;40000-49999;280-300;66740
F;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_express;17/04/2022;2;;1366112;30-39 ans;non;non;oui;90000-99999;240-260;32330
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;20/05/2022;3;5;9582990;70-79 ans;oui;non;oui;inconnu;320-340;47310
F;Masters;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_express;08/01/2022;0;17;4161755;18-29 ans;non;non;oui;180000-189999;240-260;03200
M;PhD;Private;Sports Car;Highly Urban/ Urban;dev_express;14/03/2022;3;14;1883683;18-29 ans;non;non;non;90000-99999;260-280;03000
M;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_integral;23/05/2022;0;10;4340423;18-29 ans;non;non;non;100000-109999;280-300;22700
M;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;09/04/2022;1;11;8478419;18-29 ans;non;non;non;50000-59999;300-320;91190
M;Masters;Private;Van;Highly Urban/ Urban;dev_integral;28/04/2022;0;18;7093355;18-29 ans;non;non;non;40000-49999;300-320;61000
M;z_High School;Private;Pickup;z_Highly Rural/ Rural;dev_premium;17/02/2022;3;1;8207292;Moins de 18 ans;non;non;non;30000-39999;520-540;45520
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_express;16/04/2022;2;11;6422393;60-69 ans;non;non;non;110000-119999;260-280;73100
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_express;14/04/2022;0;13;1186863;Moins de 18 ans;non;non;non;200000-209999;260-280;70210
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_premium;26/04/2022;0;9;4032644;30-39 ans;non;non;oui;80000-89999;440-460;64200
M;<High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;24/04/2022;4;1;8058548;40-49 ans;non;non;non;40000-49999;280-300;11360
M;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;03/03/2022;0;8;9897561;18-29 ans;non;non;oui;50000-59999;300-320;43700
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;18/03/2022;1;15;1289229;Moins de 18 ans;non;non;oui;120000-129999;320-340;61300
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;28/04/2022;2;8;4457851;80 et plus;non;non;non;50000-59999;280-300;74540
F;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_express;22/03/2022;1;7;6894154;18-29 ans;oui;non;non;90000-99999;280-300;10120
F;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_integral;08/02/2022;4;10;5873018;18-29 ans;oui;oui;non;60000-69999;300-320;26000
F;Bachelors;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_integral;08/02/2022;0;;6754620;18-29 ans;non;non;non;90000-99999;320-340;27220
F;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;07/02/2022;0;1;7320570;60-69 ans;non;non;non;20000-29999;280-300;81000
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_express;22/03/2022;2;1;7132278;70-79 ans;oui;non;non;60000-69999;240-260;50000
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_premium;13/04/2022;1;1;8457670;80 et plus;non;non;non;30000-39999;360-380;80570
M;<High School;Private;Sports Car;Highly Urban/ Urban;dev_premium;16/02/2022;4;1;3857008;60-69 ans;oui;oui;non;inconnu;480-500;29200
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_integral;01/03/2022;0;7;8893637;Moins de 18 ans;non;non;oui;0-9999;320-340;36300
F;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;17/01/2022;0;1;9011449;30-39 ans;non;non;non;30000-39999;280-300;81290
M;<High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;21/05/2022;2;7;9498521;50-59 ans;oui;oui;oui;0-9999;320-340;71100
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_premium;17/04/2022;6;17;4217266;40-49 ans;non;non;non;150000-159999;340-360;60250
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;13/02/2022;0;1;5738037;18-29 ans;non;non;non;70000-79999;300-320;05000
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_express;08/03/2022;0;25;3268633;70-79 ans;oui;non;non;120000-129999;280-300;87200
M;Bachelors;Commercial;Minivan;z_Highly Rural/ Rural;dev_integral;01/05/2022;1;9;3895120;50-59 ans;non;non;non;90000-99999;300-320;37170
M;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_integral;10/02/2022;0;16;3952889;18-29 ans;non;non;non;180000-189999;300-320;23000
F;PhD;Private;Sports Car;Highly Urban/ Urban;dev_integral;17/03/2022;0;;1939505;30-39 ans;oui;non;non;80000-89999;320-340;37000
M;z_High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_premium;10/02/2022;1;8;9144575;60-69 ans;non;non;non;20000-29999;340-360;52100
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;16/01/2022;0;1;9122137;60-69 ans;non;non;non;50000-59999;300-320;65330
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;05/01/2022;6;1;2552727;60-69 ans;oui;non;non;40000-49999;280-300;90110
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_vip;11/01/2022;0;18;1647809;40-49 ans;oui;oui;non;290000-299999;860-880;23300
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;11/03/2022;0;1;7203022;50-59 ans;oui;non;non;50000-59999;300-320;77600
F;Bachelors;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;10/01/2022;0;1;9666497;70-79 ans;non;non;non;20000-29999;300-320;19000
M;<High School;Commercial;Van;Highly Urban/ Urban;dev_integral;15/05/2022;1;1;1872511;50-59 ans;oui;oui;oui;20000-29999;280-300;27200
F;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;03/01/2022;2;6;5987808;70-79 ans;oui;oui;non;inconnu;320-340;55110
F;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;22/01/2022;1;11;6694568;70-79 ans;non;non;oui;130000-139999;320-340;21170
F;<High School;Commercial;Pickup;Highly Urban/ Urban;dev_premium;03/04/2022;1;4;5322912;80 et plus;non;non;non;20000-29999;380-400;35400
F;Bachelors;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;15/03/2022;4;14;4475536;18-29 ans;non;non;oui;30000-39999;300-320;18110
M;Masters;Private;Van;z_Highly Rural/ Rural;dev_vip;11/05/2022;2;22;8616409;70-79 ans;non;non;non;0-9999;920-940;88260
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_premium;20/02/2022;5;16;7360890;50-59 ans;oui;non;non;60000-69999;500-520;45000
M;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;07/03/2022;0;6;3655343;40-49 ans;non;non;non;30000-39999;320-340;53410
M;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_integral;11/04/2022;4;18;4991535;40-49 ans;oui;oui;oui;110000-119999;300-320;36000
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_premium;21/01/2022;0;1;2909273;70-79 ans;oui;oui;non;0-9999;540-560;72130
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;22/03/2022;0;12;3134513;Moins de 18 ans;non;non;oui;60000-69999;300-320;38600
F;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;11/04/2022;4;13;3782705;50-59 ans;non;non;non;40000-49999;320-340;24290
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;17/01/2022;2;1;2428876;Moins de 18 ans;non;non;non;30000-39999;320-340;82400
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;08/04/2022;4;15;7407781;18-29 ans;oui;oui;non;100000-109999;300-320;72230
F;<High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_express;10/05/2022;3;8;5853131;18-29 ans;oui;non;non;10000-19999;240-260;20290
M;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;23/02/2022;1;1;1707772;30-39 ans;oui;non;non;10000-19999;280-300;72540
M;<High School;Private;Pickup;z_Highly Rural/ Rural;dev_express;02/04/2022;1;1;5087792;60-69 ans;oui;non;non;60000-69999;260-280;94500
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;15/02/2022;1;6;5553540;40-49 ans;non;non;non;50000-59999;280-300;69650
M;z_High School;Commercial;Minivan;z_Highly Rural/ Rural;dev_express;08/01/2022;0;1;3269428;80 et plus;non;non;oui;20000-29999;240-260;18120
M;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_integral;24/03/2022;4;16;2991919;80 et plus;oui;non;non;80000-89999;320-340;42000
F;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;24/05/2022;5;11;6004362;60-69 ans;oui;non;non;60000-69999;280-300;84160
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;17/01/2022;5;15;3162408;30-39 ans;non;non;oui;50000-59999;280-300;18330
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;17/03/2022;3;1;3040032;70-79 ans;oui;oui;non;60000-69999;280-300;51100
F;<High School;Commercial;Van;Highly Urban/ Urban;dev_express;05/01/2022;1;5;3569950;Moins de 18 ans;oui;oui;non;30000-39999;240-260;40100
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_premium;13/05/2022;0;5;4656014;18-29 ans;non;non;oui;120000-129999;380-400;43000
M;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;14/01/2022;0;8;6625410;70-79 ans;non;non;non;20000-29999;260-280;40090
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_premium;16/01/2022;1;1;7373671;70-79 ans;non;non;oui;30000-39999;460-480;72500
F;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;13/04/2022;1;6;1475926;30-39 ans;oui;non;non;30000-39999;300-320;92000
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;09/03/2022;0;11;7910719;Moins de 18 ans;non;non;non;80000-89999;240-260;05000
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;15/03/2022;0;1;4897237;60-69 ans;non;non;oui;110000-119999;240-260;61430
M;Bachelors;Commercial;Van;z_Highly Rural/ Rural;dev_integral;07/02/2022;2;8;4501839;60-69 ans;non;non;oui;80000-89999;320-340;18000
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_express;08/03/2022;0;3;6771186;70-79 ans;non;non;non;60000-69999;260-280;78114
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_premium;07/01/2022;0;5;8649111;18-29 ans;oui;non;oui;0-9999;420-440;48000
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_premium;13/04/2022;0;15;1759722;40-49 ans;non;non;non;30000-39999;420-440;39130
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_premium;10/03/2022;4;8;1395989;Moins de 18 ans;non;non;oui;50000-59999;460-480;82300
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;02/05/2022;1;8;4144448;40-49 ans;non;non;non;80000-89999;240-260;49400
F;<High School;Private;Pickup;Highly Urban/ Urban;dev_express;04/05/2022;2;1;2568131;50-59 ans;non;non;oui;30000-39999;260-280;12160
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;17/05/2022;2;12;7217992;Moins de 18 ans;non;non;non;inconnu;260-280;47420
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;25/04/2022;0;11;6836621;50-59 ans;non;non;oui;50000-59999;260-280;23000
M;Masters;Private;Minivan;z_Highly Rural/ Rural;dev_express;11/05/2022;1;10;2619755;30-39 ans;non;non;non;130000-139999;260-280;79270
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;05/02/2022;1;12;3495622;50-59 ans;oui;non;non;50000-59999;280-300;26600
F;<High School;Private;Minivan;z_Highly Rural/ Rural;dev_express;03/03/2022;6;1;3299534;60-69 ans;oui;non;non;0-9999;280-300;82170
M;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;18/05/2022;0;5;3616802;60-69 ans;oui;oui;non;20000-29999;300-320;63000
F;z_High School;Commercial;Minivan;z_Highly Rural/ Rural;dev_integral;25/02/2022;0;9;4734904;40-49 ans;non;non;oui;50000-59999;320-340;95270
M;<High School;Commercial;Panel Truck;Highly Urban/ Urban;dev_vip;18/01/2022;5;5;3039327;80 et plus;non;non;non;30000-39999;680-700;82000
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_premium;08/05/2022;3;7;5642983;50-59 ans;non;non;non;10000-19999;500-520;87000
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;19/02/2022;0;5;1735207;60-69 ans;oui;non;non;40000-49999;260-280;77400
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_express;10/01/2022;6;3;4891664;Moins de 18 ans;non;non;oui;inconnu;260-280;55170
F;Bachelors;Commercial;Minivan;z_Highly Rural/ Rural;dev_express;30/03/2022;1;1;7990955;70-79 ans;non;non;non;70000-79999;260-280;89140
F;Masters;Private;Van;Highly Urban/ Urban;dev_express;07/05/2022;1;;3213233;18-29 ans;oui;oui;oui;60000-69999;260-280;95370
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;20/05/2022;0;1;4538798;Moins de 18 ans;non;non;oui;20000-29999;260-280;02190
F;Masters;Commercial;Van;Highly Urban/ Urban;dev_integral;07/05/2022;3;21;1981577;50-59 ans;non;non;oui;40000-49999;320-340;21200
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_premium;04/04/2022;0;1;9773636;70-79 ans;non;non;non;40000-49999;400-420;35630
F;Masters;Private;Sports Car;Highly Urban/ Urban;dev_express;04/03/2022;0;10;4622517;Moins de 18 ans;non;non;non;60000-69999;280-300;57100
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;11/02/2022;1;;3408922;70-79 ans;non;non;oui;inconnu;280-300;17120
F;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_premium;31/03/2022;0;7;3321957;80 et plus;oui;oui;non;inconnu;420-440;55100
F;Masters;Private;Van;Highly Urban/ Urban;dev_express;26/01/2022;0;1;5704537;70-79 ans;non;non;non;130000-139999;260-280;75008
M;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;13/02/2022;2;1;5835850;80 et plus;oui;oui;non;inconnu;300-320;64000
M;PhD;Private;Pickup;Highly Urban/ Urban;dev_premium;15/01/2022;0;17;5258804;Moins de 18 ans;non;non;non;90000-99999;420-440;84000
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;23/02/2022;0;9;7454614;18-29 ans;non;non;non;70000-79999;320-340;86330
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;21/03/2022;0;15;9527697;18-29 ans;oui;non;non;80000-89999;300-320;70000
M;Masters;Private;Sports Car;Highly Urban/ Urban;dev_integral;29/04/2022;0;11;5628279;30-39 ans;non;non;non;120000-129999;280-300;90300
M;Masters;Private;z_SUV;z_Highly Rural/ Rural;dev_express;07/03/2022;0;9;5340963;60-69 ans;non;non;non;inconnu;260-280;62200
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_express;29/05/2022;0;5;4498512;70-79 ans;oui;non;non;10000-19999;280-300;61110
M;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;10/03/2022;2;1;6246156;50-59 ans;oui;non;oui;inconnu;260-280;85120
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;08/02/2022;2;11;4360650;60-69 ans;oui;non;oui;0-9999;240-260;60400
F;z_High School;Commercial;Van;Highly Urban/ Urban;dev_integral;11/04/2022;8;11;8090712;18-29 ans;non;non;non;50000-59999;300-320;18200
M;Bachelors;Private;Van;Highly Urban/ Urban;dev_integral;26/05/2022;0;9;8322214;80 et plus;non;non;non;inconnu;280-300;05100
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_express;18/04/2022;4;6;3795238;Moins de 18 ans;oui;oui;non;70000-79999;260-280;92340
F;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_express;19/02/2022;0;17;9276586;Moins de 18 ans;non;non;non;50000-59999;240-260;55000
F;z_High School;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;12/04/2022;3;9;6451336;30-39 ans;non;non;non;50000-59999;320-340;21220
M;<High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;17/04/2022;0;3;2539008;60-69 ans;oui;non;non;30000-39999;300-320;51100
M;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;23/03/2022;4;7;6141479;60-69 ans;oui;non;oui;inconnu;300-320;50480
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;05/02/2022;4;14;5683793;40-49 ans;non;non;non;70000-79999;280-300;39700
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_premium;26/03/2022;0;;6645978;60-69 ans;oui;non;non;40000-49999;380-400;66300
F;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;18/04/2022;3;10;2529853;40-49 ans;non;non;non;100000-109999;320-340;66140
